Crop,Season,Precipitation,Max Temperature,Min Temp,Ground water ,Cloud Cover
Sugarcane,1,69.35217,32.11558,19.34,4.351666667,41.96358333
Sugarcane,1,53.85417,31.98658,19.16642,5.146785714,34.774
Sugarcane,1,58.74617,31.96775,19.17042,4.477916667,38.37
Sugarcane,1,64.80708,32.42575,19.368,4.765652174,36.74141667
Sugarcane,1,98.7355,31.641,19.60375,4.06,47.32116667
Sugarcane,1,81.80567,30.82075,19.13842,3.080588235,44.4075
Sugarcane,1,85.30033,31.41083,19.62792,3.1286,45.25716667
Sugarcane,1,86.0515,31.50008,19.22017,3.473090909,44.86641667
Sugarcane,1,79.49025,31.69017,20.18342,4.702857143,44.80716667
Sugarcane,1,65.73017,31.25583,20.00542,4.254285714,40.04691667
Sugarcane,1,67.14683,31.6075,20.297,4.454814815,41.6605
Sugarcane,1,76.09108,31.69658,19.94167,4.91,40.66833333
Sugarcane,1,127.2596,31.27575,19.65233,3.833809524,49.18158333
Sugarcane,1,107.5664,30.42467,19.205,2.997894737,46.39616667
Sugarcane,1,108.9615,30.99417,19.67417,2.029285714,47.04658333
Sugarcane,1,84.09258,30.96792,20.04925,2.461875,46.09008333
Sugarcane,1,69.705,31.65192,19.77,2.418,41.703
Sugarcane,1,71.279,31.07525,20.15567,2.761111111,43.08908333
Sugarcane,1,81.11575,31.53133,19.73867,2.545,42.28691667
Sugarcane,1,85.66317,31.78892,20.37817,2.587735849,45.99375
Sugarcane,1,68.25225,31.3385,20.17458,2.106792453,40.18858333
Sugarcane,1,73.57008,31.73275,20.50967,2.150243902,41.85741667
Sugarcane,1,85.59567,31.647,20.0625,3.122708333,40.80983333
Sugarcane,1,75.97075,32.25792,20.54258,2.636,43.49458333
Sugarcane,1,58.17417,31.94925,20.39617,2.441428571,36.69466667
Sugarcane,1,65.69675,32.209,20.62567,2.666133333,38.8965
Sugarcane,1,76.43,32.2305,20.31867,3.111827957,37.53891667
Sugarcane,1,71.73267,32.41142,20.46917,2.377179487,42.3825
Sugarcane,1,57.97117,32.08775,20.33008,2.555357143,36.19458333
Sugarcane,1,59.72375,32.32242,20.48067,3.117222222,38.575
Sugarcane,1,71.5095,32.57775,20.37642,2.56125,36.82833333
Sugarcane,1,76.55892,31.25725,19.56508,2.949285714,42.75466667
Sugarcane,1,60.90783,30.95725,19.4295,3.163488372,37.0085
Sugarcane,1,63.24967,31.12758,19.52992,3.4825,39.35266667
Sugarcane,1,71.274,31.47667,19.47408,3.436304348,37.42783333
Sugarcane,1,86.3135,32.66317,19.56508,3.171111111,46.60358333
Sugarcane,1,72.06217,32.26642,19.4295,2.791132075,39.75975
Sugarcane,1,83.40108,32.51467,19.52992,2.397826087,41.8755
Sugarcane,1,87.03675,32.39625,19.47408,2.106086957,41.19816667
Sugarcane,1,70.53492,32.51775,20.44633,3.652291667,42.41425
Sugarcane,1,55.56583,32.25225,20.32483,4.0975,35.94758333
Sugarcane,1,59.35325,32.4475,20.46517,4.311857143,38.43466667
Sugarcane,1,70.222,32.68267,20.34933,4.084262295,36.793
Sugarcane,1,80.0875,32.46175,20.33917,2.641,45.65233333
Sugarcane,1,61.99,32.14817,20.15317,2.9290625,38.27841667
Sugarcane,1,70.79992,32.40567,20.38875,2.43,40.62866667
Sugarcane,1,79.16583,32.33267,20.02983,2.306666667,39.53325
Sugarcane,1,95.27617,31.673,19.72058,2.92,47.31925
Sugarcane,1,79.599,30.89208,19.296,2.977857143,44.03691667
Sugarcane,1,81.90917,31.46758,19.75575,2.263157895,44.99291667
Sugarcane,1,86.1315,31.53683,19.36267,3.102857143,44.5065
Sugarcane,1,67.62483,32.27233,19.47742,3.796,42.112
Sugarcane,1,52.07242,32.13475,19.328,4.5925,35.17275
Sugarcane,1,57.85008,32.15208,19.36067,4.224782609,38.53341667
Sugarcane,1,65.21342,32.58883,19.50867,4.53893617,36.759
Sugarcane,1,80.29133,31.74117,20.25025,2.318,45.17425
Sugarcane,1,66.43942,31.24458,20.03283,2.2925,40.3725
Sugarcane,1,67.77883,31.65433,20.37783,2.267037037,41.94033333
Sugarcane,1,79.03958,31.69867,19.9755,2.399428571,41.00066667
Sugarcane,1,75.42633,32.15917,20.8625,3.639677419,42.54133333
Sugarcane,1,60.94433,31.83167,20.73467,3.741724138,36.56458333
Sugarcane,1,63.8095,32.13067,20.973,3.112727273,38.59516667
Sugarcane,1,77.19692,32.20808,20.66792,3.509428571,37.14733333
Sugarcane,1,68.552,32.70142,20.4735,4.468510638,43.10108333
Sugarcane,1,52.04183,32.48833,20.34283,4.158245614,35.97366667
Sugarcane,1,59.12125,32.68158,20.51892,3.832941176,38.66033333
Sugarcane,1,68.23908,32.80042,20.31992,4.026896552,37.22391667
Sugarcane,1,73.75025,32.10958,20.46583,2.53,42.71141667
Sugarcane,1,60.44017,31.76083,20.357,4.98,36.78133333
Sugarcane,1,61.46425,32.02458,20.521,4.54,38.95958333
Sugarcane,1,73.06383,32.26183,20.3575,4.946666667,37.26133333
Sugarcane,1,80.11017,32.28942,20.43617,2.64,44.79625
Sugarcane,1,61.02133,31.96967,20.27708,2.396666667,37.66116667
Sugarcane,1,69.02517,32.23525,20.51742,3.08,39.81191667
Sugarcane,1,79.66642,32.19758,20.16742,2.526666667,38.61891667
Sugarcane,1,86.36525,32.04008,20.37867,2.95047619,45.94875
Sugarcane,1,67.117,31.68242,20.21233,2.540909091,39.07766667
Sugarcane,1,74.42617,32.01608,20.48208,2.293461538,40.96766667
Sugarcane,1,85.335,31.888,20.05342,2.971875,39.84916667
Sugarcane,1,66.08275,32.87058,20.36967,3.113947368,43.98266667
Sugarcane,1,51.57308,32.6435,20.21483,2.863148148,36.48733333
Sugarcane,1,59.77158,32.81167,20.39267,4.412641509,39.37991667
Sugarcane,1,66.85067,32.87167,20.18408,2.506326531,38.192
Sugarcane,1,90.70825,31.6215,19.19902,2.248205128,47.14175
Sugarcane,1,72.56375,32.47708,20.73717,3.83,42.07383333
Sugarcane,1,56.72058,32.23867,20.61342,3.331282051,35.50866667
Sugarcane,1,61.89525,32.4385,20.81033,3.742777778,37.83408333
Sugarcane,1,73.06925,32.5785,20.58058,4.352903226,36.27633333
Sugarcane,1,101.4949,32.57717,20.9565,5.007580645,37.34558333
Sugarcane,1,110.3637,32.56233,21.04575,5.070677966,41.16683333
Sugarcane,1,84.14867,32.91033,21.17842,5.765217391,38.43958333
Sugarcane,1,50.67767,31.68183,18.367,5.769897959,33.0355
Sugarcane,1,46.98575,31.71842,18.49467,5.321666667,31.75033333
Sugarcane,1,51.67792,31.88042,18.433,6.6551,34.04558333
Sugarcane,1,88.19808,31.80533,19.87933,3.928363636,37.75558333
Sugarcane,1,87.83333,31.81625,20.16325,4.570555556,38.27491667
Sugarcane,1,80.87308,32.27633,20.46875,4.635434783,36.86116667
Sugarcane,1,99.99175,31.71842,20.64275,5.001325301,40.64258333
Sugarcane,1,86.30575,31.88042,20.90842,4.904588235,37.88508333
Sugarcane,1,83.34925,32.595,21.02692,4.012363636,36.86908333
Sugarcane,1,95.38092,32.6005,21.06858,4.400231214,41.05891667
Sugarcane,1,86.81867,33.14383,21.27017,4.453796791,37.887
Sugarcane,1,83.233,31.54717,19.7685,4.7675,36.79816667
Sugarcane,1,92.87267,31.53767,19.79217,4.452658228,41.07966667
Sugarcane,1,89.62175,32.08125,19.94042,4.751590909,37.81083333
Sugarcane,1,90.02525,32.36067,20.61142,4.844358974,40.37025
Sugarcane,1,86.785,32.447,20.76058,5.525511811,37.89383333
Sugarcane,1,66.56108,30.66217,21.03942,5.242413793,36.06741667
Sugarcane,1,74.54533,31.21908,20.3452,4.843787879,40.37025
Sugarcane,1,86.982,32.25283,20.67875,5.7712,37.72383333
Sugarcane,1,98.98758,32.22392,20.68292,5.239452055,41.49075
Sugarcane,1,86.03833,32.72125,20.86558,6.387567568,37.8635
Sugarcane,1,86.20925,32.42875,20.87242,5.821923077,36.95558333
Sugarcane,1,96.94025,32.39325,20.85708,5.347333333,41.3625
Sugarcane,1,87.99167,32.94775,21.04667,5.758674699,37.88275
Sugarcane,1,86.634,32.31558,20.56792,4.683660131,37.44416667
Sugarcane,1,101.4233,32.3305,20.64008,4.858852459,41.23025
Sugarcane,1,87.63208,32.83008,20.83883,4.885675676,38.00941667
Sugarcane,1,84.97958,33.15642,20.77708,4.834157303,36.78175
Sugarcane,1,106.2091,33.31033,21.02275,4.912409639,40.51533333
Sugarcane,1,90.18042,33.76033,21.29067,5.40423913,38.05
Sugarcane,1,72.171,30.93892,19.07908,5.266,35.84266667
Sugarcane,1,80.486,30.9845,19.1715,4.810847458,40.33791667
Sugarcane,1,82.6155,31.53692,19.40083,5.242493947,37.75958333
Sugarcane,1,40.56317,33.58892,20.38325,12.54080537,30.27208333
Sugarcane,1,41.16825,33.839,20.63117,13.28494845,27.8775
Sugarcane,1,46.20892,33.60867,20.40283,14.27304762,31.25841667
Sugarcane,1,28.06975,34.08958,20.88442,16.44171717,32.61216667
Sugarcane,1,47.04742,26.057,17.3355,13.67084906,26.99566667
Sugarcane,1,47.33033,26.05417,17.32908,16.29706806,25.63558333
Sugarcane,1,36.97925,26.39392,17.66717,16.74006579,28.31733333
Sugarcane,1,30.5855,34.43717,19.87575,19.40841629,25.79516667
Sugarcane,1,33.95675,34.74767,20.18942,21.56,23.74408333
Sugarcane,1,75.60408,32.48783,20.43608,6.886511628,31.95558333
Sugarcane,1,72.81833,32.7975,20.74775,7.100265487,28.828
Sugarcane,1,77.72867,32.544,20.48917,7.028888889,32.02416667
Sugarcane,1,54.972,32.99867,20.94908,6.438224299,32.85525
Sugarcane,1,57.39525,32.03575,20.819,13.59385093,32.49308333
Sugarcane,1,57.10108,32.14325,20.92517,13.59629921,30.57966667
Sugarcane,1,69.60533,32.09275,20.87875,13.11225,33.35466667
Sugarcane,1,45.93217,32.51758,21.29367,11.77688525,34.35933333
Sugarcane,1,19.34042,27.64083,17.10733,13.825,22.51491667
Sugarcane,1,35.68817,27.65417,17.12117,12.61232283,23.00391667
Sugarcane,1,11.81292,27.79175,17.26075,12.77510121,23.84525
Sugarcane,1,50.30442,34.44417,17.10733,9.368539326,30.64183333
Sugarcane,1,52.218,34.13033,17.23108,8.327297297,27.644
Sugarcane,1,52.44458,34.62,17.12117,10.18448276,31.33891667
Sugarcane,1,48.28558,32.2455,20.93292,11.22834783,30.68325
Sugarcane,1,55.46933,32.2925,20.98125,12.17427835,29.02066667
Sugarcane,1,70.37267,32.2235,20.90742,10.58403409,31.31925
Sugarcane,1,30.15767,32.50142,21.19267,11.94769231,32.398
Sugarcane,1,52.36483,34.16492,20.37233,11.88575,28.90633333
Sugarcane,1,54.8955,34.4655,20.68,14.3507947,26.38141667
Sugarcane,1,58.59467,34.09825,20.30833,14.92288136,29.97675
Sugarcane,1,33.64392,34.67517,20.88683,17.09685714,31.45325
Sugarcane,1,83.40483,25.6695,16.20108,5.610472441,26.78525
Sugarcane,1,77.9095,25.86908,16.40025,5.718709677,24.11241667
Sugarcane,1,81.12558,25.70825,16.23283,5.508849558,26.40241667
Sugarcane,1,63.18392,26.02508,16.55383,5.227350427,26.7525
Sugarcane,1,42.59925,33.2885,20.10033,10.6063354,29.81091667
Sugarcane,1,44.76125,33.47325,20.28092,9.746031746,27.752
Sugarcane,1,54.20858,33.2765,20.088,8.574921875,30.69741667
Sugarcane,1,27.25958,33.66983,20.48825,9.5989,32.034
Sugarcane,1,69.16708,33.93208,20.85208,9.547864583,32.40758333
Sugarcane,1,63.66008,34.20717,21.13675,11.45230769,29.15241667
Sugarcane,1,66.409,33.9075,20.83667,13.03895522,32.63533333
Sugarcane,1,50.95217,34.35475,21.28075,14.13876812,33.37775
Sugarcane,1,33.01117,32.38508,19.18316667,5.4475,30.18316667
Sugarcane,1,49.47808,31.76225,18.5315,6.630447761,32.68716667
Sugarcane,1,39.09317,31.84858,18.646,8.214931507,31.78608333
Sugarcane,1,39.72933,32.03925,18.71691667,8.904225352,33.87025
Sugarcane,1,22.43025,32.41467,19.01008333,12.61077519,26.68158333
Sugarcane,1,36.17125,32.18583,18.74191667,12.94333333,28.86291667
Sugarcane,1,34.7685,32.11033,18.68433333,12.71403361,29.10033333
Sugarcane,1,17.47058,32.53508,19.05525,13.11357724,30.189
Sugarcane,1,36.9725,32.27533,19.2635,10.22166667,30.62258333
Sugarcane,1,49.76667,32.00633,18.94691667,11.59454545,33.06316667
Sugarcane,1,51.481,31.99967,18.95341667,13.5564,33.05458333
Sugarcane,1,29.38242,32.50475,19.39333333,15.535,34.60291667
Sugarcane,1,19.69883,32.81033,19.16216667,10.22166667,24.64633333
Sugarcane,1,30.11525,32.55792,18.87775,11.59454545,27.17566667
Sugarcane,1,29.26283,32.52817,18.86608333,13.5564,26.91591667
Sugarcane,1,17.561,32.88175,19.15,15.535,27.85191667
Sugarcane,1,35.38967,32.07175,19.16216667,13.50411765,30.06691667
Sugarcane,1,47.97008,31.837,18.87775,14.93421053,32.4225
Sugarcane,1,49.86983,31.78767,18.86608333,18.00384615,32.54141667
Sugarcane,1,26.64292,32.306,19.15,19.48782609,34.01358333
Sugarcane,1,20.84592,32.66025,19.12441667,6.525873016,25.6485
Sugarcane,1,33.01525,32.41625,18.85583333,7.365530303,28.05883333
Sugarcane,1,31.76417,32.37892,18.83158333,7.592900763,27.97641667
Sugarcane,1,17.76133,32.74758,19.1405,8.055166667,28.99525
Sugarcane,1,25.05217,32.08708,19.01091667,5.22755814,28.85675
Sugarcane,1,44.01425,31.82533,18.72291667,5.721111111,31.32658333
Sugarcane,1,41.62825,31.7925,18.70791667,6.514404762,31.23591667
Sugarcane,1,23.22517,32.21292,19.06125,6.063243243,32.62233333
Sugarcane,1,23.15683,32.33933,19.04008333,6.096041667,26.9115
Sugarcane,1,38.79108,32.025,18.698,6.878510638,29.66825
Sugarcane,1,36.77375,32.038,18.73375,7.652173913,29.18741667
Sugarcane,1,22.7115,32.39833,19.01366667,9.425617978,30.40633333
Sugarcane,1,24.88708,32.41283,19.13716667,6.56536491,27.2675
Sugarcane,1,40.62792,32.0205,18.71866667,7.877368421,30.08366667
Sugarcane,1,37.17658,32.06742,18.79175,8.887974102,29.37775
Sugarcane,1,26.34675,32.37217,18.99633333,9.182196078,30.7455
Sugarcane,1,28.97933,32.24792,19.17758333,5.779172578,29.44825
Sugarcane,1,47.61183,31.77642,18.67533333,6.801769015,32.10266667
Sugarcane,1,40.58617,31.84525,18.75941667,8.834510272,31.41091667
Sugarcane,1,32.16167,32.10342,18.92675,10.41794118,33.17108333
Sugarcane,1,30.02692,32.35342,19.17633333,12.88755495,29.37766667
Sugarcane,1,46.86992,31.80967,18.60166667,13.09371154,31.98591667
Sugarcane,1,38.55183,31.886,18.70325,17.08079545,31.15691667
Sugarcane,1,34.84917,32.10917,18.82041667,17.71356061,33.03075
Sugarcane,1,27.2075,31.8985,18.655,18.88616667,27.83766667
Sugarcane,1,42.44833,31.7045,18.41008333,20.93696338,29.883
Sugarcane,1,43.32558,31.58242,18.29416667,22.86775,30.37216667
Sugarcane,1,37.49142,32.62533,19.28891667,14.19444444,30.41366667
Sugarcane,1,50.72475,32,18.64858333,16.57,32.92516667
Sugarcane,1,41.39892,32.08883,18.75741667,16.615,31.8725
Sugarcane,1,45.62942,32.23833,18.75725,18.59399306,34.04675
Sugarcane,1,27.13742,32.161,19.10766667,7.102727273,29.04791667
Sugarcane,1,46.44642,31.7835,18.70933333,8.375555556,31.82483333
Sugarcane,1,42.20417,31.82858,18.76925,7.254166667,31.24533333
Sugarcane,1,28.52767,32.14567,19.00716667,8.664375,32.79791667
Sugarcane,1,27.09258,31.86592,19.03075,13.27066667,28.67725
Sugarcane,1,44.39383,31.64383,18.73292,16.52933333,30.92458333
Sugarcane,1,44.31225,31.558,18.71858,16.88142857,31.18508333
Sugarcane,1,21.48017,32.06417,19.06175,15.75916667,32.50666667
Sugarcane,1,23.91525,32.19825,19.03075,2.755789474,28.04808333
Sugarcane,1,41.32083,31.929,18.73292,4.230588235,30.52233333
Sugarcane,1,38.87608,31.9005,18.71858,4.318421053,30.417
Sugarcane,1,21.838,32.308,19.06175,4.850588235,31.70975
Sugarcane,1,17.40417,33.193,19.19258,6.657956989,23.45225
Sugarcane,1,24.466,33.00675,18.97942,4.597037037,25.49216667
Sugarcane,1,24.1665,32.90425,18.90142,4.831818182,25.55283333
Sugarcane,1,13.85825,33.26633,19.19283,4.831818182,26.31166667
Sugarcane,1,26.64667,32.07167,19.04958,4.63037037,29.19916667
Sugarcane,1,46.80417,31.74508,18.7015,5.0925,31.9355
Sugarcane,1,43.59342,31.76575,18.73575,4.887391304,31.49391667
Sugarcane,1,27.18625,32.12425,19.01808,4.9715,32.98008333
Sugarcane,1,35.20658,32.38308,19.20808,8.1175,31.27
Sugarcane,1,53.38083,31.67725,18.49108,7.266,33.61783333
Sugarcane,1,39.88325,31.777,18.60942,8.8515,32.76366667
Sugarcane,1,43.47583,31.96042,18.667,9.635555556,35.03741667
Sugarcane,1,50.53475,31.03133,18.08266667,7.7,30.93775
Sugarcane,1,52.19242,30.5245,17.54158333,5.82,33.77866667
Sugarcane,1,52.93625,30.57217,17.6855,5.11,32.28158333
Sugarcane,1,57.82967,30.70308,17.57058333,6.6,34.81258333
Sugarcane,1,55.14567,30.02192,17.27266667,4.367391304,31.11858333
Sugarcane,1,51.72258,29.59258,16.80175,4.39,34.22716667
Sugarcane,1,57.13575,29.61767,16.96808333,3.1455,32.56108333
Sugarcane,1,61.03442,29.71342,16.77158333,4.29,34.91658333
Sugarcane,1,56.46908,29.15883,16.7015,6.789,35.64091667
Sugarcane,1,55.51808,29.22892,16.8575,7.163,34.22183333
Sugarcane,1,63.19217,29.32425,16.71358333,6.186666667,36.97816667
Sugarcane,1,43.96958,32.09233,18.92216667,10.53555556,32.57608333
Sugarcane,1,58.01267,31.40367,18.19366667,13.8875,34.88641667
Sugarcane,1,46.14725,31.50108,18.33825,12.16583333,33.89666667
Sugarcane,1,53.48258,31.62892,18.31625,12.76071429,36.3975
Sugarcane,1,42.2505,32.34758,19.07041667,9.800909091,30.7585
Sugarcane,1,51.99325,31.75708,18.44516667,10.30818182,33.30891667
Sugarcane,1,45.39017,31.8165,18.56825,11.232,32.15283333
Sugarcane,1,50.46475,31.96967,18.53,10.40583333,34.44183333
Sugarcane,1,43.618,31.86667,18.61508333,4.35,29.12991667
Sugarcane,1,47.54042,31.37517,18.094,6.617222222,32.11383333
Sugarcane,1,47.62708,31.40983,18.21816667,6.617222222,30.62933333
Sugarcane,1,49.72167,31.57475,18.16425,7.67,32.69241667
Sugarcane,1,50.71967,31.29717,17.94766667,6.857536232,27.45125
Sugarcane,1,46.54817,31.03508,17.67933333,6.956944444,29.94275
Sugarcane,1,58.26042,31.01175,17.8245,7.129117647,28.83
Sugarcane,1,50.47517,31.10417,17.56725,7.671071429,30.38975
Sugarcane,1,56.37883,30.51275,17.42,3.547857143,28.97733333
Sugarcane,1,48.66225,30.22725,17.09858333,4.05,32.46383333